Refid	Author	Title	content
93	"M. Montero-Astua, G. Saborio-R, C. Chacon-Diaz, L. Garita, W. Villalobos, J. S. Hartung and C. Rivera"	First report of Xylella fastidiosa in avocado in Costa Rica	First report of Xylella fastidiosa in avocado in Costa Rica | 
92	"M. Montero-Astua, G. Saborio, C. Chacon-Diaz, W. Villalobos, C. M. Rodriguez, L. Moreira and C. Rivera"	First report of Xylella fastidiosa in Nerium oleander in Costa Rica	First report of Xylella fastidiosa in Nerium oleander in Costa Rica | 
91	"M. Montero-Astua, J. S. Hartung, W. B. Li, E. Aguilar, C. Chacon and C. Rivera"	Variability in colony morphology of Xylella fastidiosa isolates from Costa Rica and North America	Variability in colony morphology of Xylella fastidiosa isolates from Costa Rica and North America | 
90	"M. Montero-Astua, C. Chacon-Diaz, E. Aguilar, C. Mario Rodriguez, L. Garita, W. Villalobos, L. Moreira, J. S. Hartung and C. Rivera"	Isolation and Molecular Characterization of Xylella fastidiosa from Coffee Plants in Costa Rica	"Isolation and Molecular Characterization of Xylella fastidiosa from Coffee Plants in Costa Rica | Coffee plants exhibiting a range of symptoms including mild to severe curling of leaf margins, chlorosis and deformation of leaves, stunting of plants, shortening of internodes, and dieback of branches have been reported since 1995 in several regions of Costa Rica's Central Valley. The symptoms are referred to by coffee producers in Costa Rica as \crespera\"" disease and have been associated with the presence of the bacterium Xylella fastidiosa. Coffee plants determined to be infected by the bacterium by enzyme linked immunosorbent assay (ELISA), were used for both transmission electron microscopy (TEM) and for isolation of the bacterium in PW broth or agar. Petioles examined by TEM contained rod-shaped bacteria inside the xylem vessels. The bacteria measured 0.3 to 0.5 mu m in width and 1.5 to 3.0 mu m in length, and had rippled cell walls 10 to 40 nm in thickness, typical of X. fastidiosa. Small, circular, dome-shaped colonies were observed 7 to 26 days after plating of plant extracts on PW agar. The colonies were comprised of Gram-negative rods of variable length and a characteristic slight longitudinal bending. TEM of the isolated bacteria showed characteristic rippled cell walls, similar to those observed in plant tissue. ELISA and PCR with specific primer pairs 272-1-int/272-2-int and RST31/RST33 confirmed the identity of the isolated bacteria as X. fastidiosa. RFLP analysis of the amplification products revealed diversity within X. fastidiosa strains from Costa Rica and suggest closer genetic proximity to strains from the United States of America than to other coffee or citrus strains from Brazil."""
89	"P. B. Monteiro, J. Renaudin, S. Jagoueix-Eveillard, A. J. Ayres, M. Garnier and J. M. Bove"	"Catharanthus roseus, an experimental host plant for the citrus strain of Xylella fastidiosa"	"Catharanthus roseus, an experimental host plant for the citrus strain of Xylella fastidiosa | We verified by pathogenicity tests that the herbaceous plant Catharanthus roseus (Madagascar periwinkle) can be used as an experimental host for the strain of Xylella fastidiosa that causes citrus variegated chlorosis (CVC). Plants were mechanically inoculated with CVC strain 9a5c, the genome of which was recently sequenced. Plants were inoculated with the virulent 8th passage (9a5c-8) and the 51st passage (9a5c-51). Leaf deformation and stunting were seen 2 months after inoculation on 18 of 21 plants with 9a5c-8 and 8 of 21 plants with 9a5c-51. The plants were infected with X. fastidiosa as shown by polymerase chain reaction. The bacterium could be reisolated from all plants tested, showing that CVC-X. fastidiosa multiplied and moved systemically in C. roseus plants causing dysfunction in plant growth. The disease symptoms evolved within 4 months post-inoculation to a severe leaf chlorosis in all inoculated plants. The localization of X. fastidiosa in the xylem was verified by immunofluorescence. Genes coding for proteins with homologies to plant sterol-C-methyltransferase, a transketolase-like protein, subunit III of photosystem I, and a desiccation protectant protein were found to be differentially expressed in symptomatic C. roseus plants as a response to infection with X. fastidiosa in comparison to healthy plants. A tentative correlation between the pattern of expression of these C. roseus genes with the mechanism of pathogenicity of X. fastidiosa is discussed."
129	"J. M. Wells, B. C. Raju, H. Y. Hung, W. G. Weisburg, L. Mandelcopaul and D. J. Brenner"	"XYLELLA-FASTIDIOSA GEN-NOV, SP-NOV - GRAM-NEGATIVE, XYLEM-LIMITED, FASTIDIOUS PLANT BACTERIA RELATED TO XANTHOMONAS-SPP"	"XYLELLA-FASTIDIOSA GEN-NOV, SP-NOV - GRAM-NEGATIVE, XYLEM-LIMITED, FASTIDIOUS PLANT BACTERIA RELATED TO XANTHOMONAS-SPP | "
203	"M. Hendson, A. H. Purcell, D. Chen, C. Smart, M. Guilhabert and B. Kirkpatrick"	Genetic diversity of Pierce's disease strains and other pathotypes of Xylella fastidiosa	Genetic diversity of Pierce's disease strains and other pathotypes of Xylella fastidiosa | 
198	"A. J. G. Simpson, F. C. Reinach, P. Arruda, F. A. Abreu, M. Acencio, R. Alvarenga, L. M. C. Alves, J. E. Araya, G. S. Baia, C. S. Baptista, M. H. Barros, E. D. Bonaccorsi, S. Bordin, J. M. Bove, M. R. S. Briones, M. R. P. Bueno, A. A. Camargo, L. E. A. Camargo, D. M. Carraro, H. Carrer, N. B. Colauto, C. Colombo, F. F. Costa, M. C. R. Costa, C. M. Costa-Neto, L. L. Coutinho, M. Cristofani, E. Dias-Neto, C. Docena, H. El-Dorry, A. P. Facincani, A. J. S. Ferreira, V. C. A. Ferreira, J. A. Ferro, J. S. Fraga, S. C. Franca, M. C. Franco, M. Frohme, L. R. Furlan, M. Garnier, G. H. Goldman, M. H. S. Goldman, S. L. Gomes, A. Gruber, P. L. Ho, J. D. Hoheisel, M. L. Junqueira, E. L. Kemper, J. P. Kitajima, J. E. Krieger, E. E. Kuramae, F. Laigret, M. R. Lambais, L. C. C. Leite, E. G. M. Lemos, M. V. F. Lemos, S. A. Lopes, C. R. Lopes, J. A. Machado, M. A. Machado, A. Madeira, H. M. F. Madeira, C. L. Marino, M. V. Marques, E. A. L. Martins, E. M. F. Martins, A. Y. Matsukuma, C. F. M. Menck, E. C. Miracca, C. Y. Miyaki, C. B. Monteiro-Vitorello, D. H. Moon, M. A. Nagai, A. Nascimento, L. E. S. Netto, A. Nhani, F. G. Nobrega, L. R. Nunes, M. A. Oliveira, M. C. de Oliveira, R. C. de Oliveira, D. A. Palmieri, A. Paris, B. R. Peixoto, G. A. G. Pereira, H. A. Pereira, J. B. Pesquero, R. B. Quaggio, P. G. Roberto, V. Rodrigues, A. J. D. Rosa, V. E. de Rosa, R. G. de Sa, R. V. Santelli, H. E. Sawasaki, A. C. R. da Silva, A. M. da Silva, F. R. da Silva, W. A. Silva, J. F. da Silveira, M. L. Z. Silvestri, W. J. Siqueira, A. A. de Souza, A. P. de Souza, M. F. Terenzi, D. Truffi, S. M. Tsai, M. H. Tsuhako, H. Vallada, M. A. Van Sluys, S. Verjovski-Almeida, A. L. Vettore, M. A. Zago, M. Zatz, J. Meidanis, J. C. Setubal and O. Xylella fastidiosa Consortium"	The genome sequence of the plant pathogen Xylella fastidiosa	"The genome sequence of the plant pathogen Xylella fastidiosa | Xylella fastidiosa is a fastidious, xylem-limited bacterium that causes a range of economically important plant diseases. Here we report the complete genome sequence of X. fastidiosa clone 9a5c, which causes citrus variegated chlorosis-a serious disease of orange trees. The genome comprises a 52.7% GC-rich 2,679,305-base-pair (bp) circular chromosome and two plasmids of 51,158 bp and 1,285 bp. We can assign putative functions to 47% of the 2,904 predicted coding regions. Efficient metabolic functions are predicted, with sugars as the principal energy and carbon source, supporting existence in the nutrient-poor xylem sap. The mechanisms associated with pathogenicity and virulence involve toxins, antibiotics and ion sequestration systems, as well as bacterium-bacterium and bacterium-host interactions mediated by a range of proteins. Orthologues of some of these proteins have only been identified in animal and human pathogens; their presence in X. fastidiosa indicates that the molecular basis for bacterial pathogenicity is both conserved and independent of host. At least 83 genes are bacteriophage-derived and include virulence-associated genes from other bacteria, providing direct evidence of phage-mediated horizontal gene transfer."
253	"M. Bergsma-Vlami, J. L. J. van de Bilt, N. N. A. Tjou-Tam-Sin, B. T. L. H. van de Vossenberg and M. Westenberg"	XYLELLA FASTIDIOSA IN COFFEA ARABICA ORNAMENTAL PLANTS IMPORTED FROM COSTA RICA AND HONDURAS IN THE NETHERLANDS	XYLELLA FASTIDIOSA IN COFFEA ARABICA ORNAMENTAL PLANTS IMPORTED FROM COSTA RICA AND HONDURAS IN THE NETHERLANDS | 
176	"M. E. Guldur, B. K. Caglar, M. A. Castellano, L. Unlu, S. Guran, M. A. Yilmaz and G. P. Martelli"	First report of almond leaf scorch in Turkey	First report of almond leaf scorch in Turkey | 
195	"E. B. Shapland, K. M. Daane, G. Y. Yokota, C. Wistrom, J. H. Connell, R. A. Duncan and M. A. Viveros"	Ground vegetation survey for Xylella fastidiosa in California almond orchards	"Ground vegetation survey for Xylella fastidiosa in California almond orchards | Xylella fastidioso is a xylem-limited bacterium that causes almond leaf scorch (ALS), Pierce's disease of grapevines, and other plant diseases. We surveyed ground vegetation in ALS-infected almond orchards in California's Central Valley for the presence of this bacterium. Plant tissue samples were collected throughout a 2-year period and processed for the presence of X. fastidiosa using restriction enzyme digestion of RST31 and RST33 polymerase chain reaction (PCR) products and bacterial culture on selective media. Overall disease incidence was low in the ground vegetation species; only 63 of 1,369 samples tested positive. Of the 38 species of common ground vegetation tested, 11 tested positive for X. fastidiosa, including such common species as shepherd's purse (Capsella bursa-pastoris), filaree (Erodium spp.), cheeseweed (Malva parvifolia), burclover (Medicago polymorpha), annual bluegrass (Poa annua) London rocket (Sisymbrium irio), and chickweed (Stellaria media). There was a seasonal component to bacterial presence, with positive samples found only between November and March. Both ground vegetation and almond trees were most commonly infected with the almond strain of X. fastidiosa (six of seven surveyed sites). ALS-infected almond samples had an X. fastidiosa concentration within previously reported ranges (1.84 x 10(6) to 2.15 x 10(7) CFU/g); however, we were unable to accurately measure X. fastidioso titer in sampled ground vegetation for comparison. These results are discussed with respect to ground vegetation management for ALS control."
