,entity,kingdom,item_id,entity_id,PLPE,PLSP,PLDI,PAOR,TASP,LOCA,PREV,YEAR,ANME,length,n_occurr,in_first_100,sentiment,n_tokens,vector_norm,token_i,any_digits,all_digits,any_like_num,any_title,any_oov,any_propn,any_verb,any_nsubj,any_dobj,any_compound,eppo_n_results,eppo_code,eppo_type,is_preferred,lang,active,taxonomy,n_categ,n_distrib,n_pests,n_hosts,cat_n_results,is_accepted,is_extinct
13988,the same dogs,animal,177,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13,1,0,0.0,3,16.412757873535156,34,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13989,diyarbakir province,animal,177,12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19,1,0,0.0,2,23.059659957885742,38,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,,,0,,
13990,turkey,animal,177,13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6,2,0,0.0,1,28.937301635742188,41,0,0,0,1,1,1,0,0,0,0,1,MLEAGA,2.0,0.0,2.0,1.0,8.0,0.0,0.0,0.0,0.0,18,1.0,0.0
13991,a total,animal,177,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,0,0.0,2,21.330036163330078,45,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13992,328 ticks,animal,177,15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9,1,0,0.0,2,20.18425750732422,48,1,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13993,133 adults,animal,177,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1,0,0.0,2,20.76909065246582,52,1,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13994,55 males,animal,177,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,1,0,0.0,2,20.154815673828125,55,1,0,1,0,1,0,0,1,0,0,0,,,,,,,,,,,0,,
13995,the dogs,animal,177,18,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8,2,0,0.0,2,18.996334075927734,85,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13996,nymphs,animal,177,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,0,0.0,1,27.5334415435791,90,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,,0,,
13997,females,animal,177,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,0,0.0,1,27.42814826965332,92,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13998,27 c,animal,177,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,0.0,2,19.442710876464844,96,1,0,1,1,1,0,0,0,0,0,0,,,,,,,,,,,0,,
13999,relative humidity,animal,177,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,1,0,0.0,2,18.066936492919922,99,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
14000,85 %,animal,177,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,0.0,2,21.463397979736328,102,1,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
14001,adult stage,animal,177,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,1,0,0.0,2,22.266998291015625,107,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,0,,
14002,eggs,animal,177,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,0.0,1,26.10883903503418,111,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,,3,0.0,
14003,the ticks,animal,177,26,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9,1,0,0.0,2,18.248409271240234,113,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,0,,
14004,sex and developmental stage,animal,177,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,1,0,0.0,4,17.70838165283203,119,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
14005,no hepatozoon gamonts,animal,177,28,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21,1,0,0.0,3,15.353448867797852,124,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,,,0,,
14006,pcr,animal,177,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1,0,0.0,1,25.977294921875,133,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,0,,
14007,15.87 %,animal,177,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7,1,0,0.0,2,21.34926986694336,135,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
14008,the dogs,animal,177,31,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8,2,0,0.0,2,19.096607208251953,141,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
14009,hepatozoon canis,animal,177,32,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16,1,0,0.0,2,17.88222312927246,146,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,,,0,,
14010,the 68 tick pools,animal,177,33,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17,1,0,0.0,4,14.012443542480469,150,1,0,1,0,1,0,0,0,0,1,0,,,,,,,,,,,0,,
14011,20.58 %,animal,177,34,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7,1,0,0.0,2,20.516433715820312,158,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
14012,hepatozoon spp,animal,177,35,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14,1,0,0.0,2,20.501745223999023,165,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,,,0,,
14013,", an overall maximum likelihood estimation",animal,177,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,1,0,0.0,6,13.776679039001465,168,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,0,,
14014,prevalence,animal,177,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1,0,0.0,1,26.044435501098633,175,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
14015,4.9 %,animal,177,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,0.0,2,21.07588005065918,177,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
14016,95 % confidence intervals,animal,177,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,1,0,0.0,4,17.852031707763672,180,1,0,1,0,1,0,0,0,0,1,0,,,,,,,,,,,0,,
14017,ci,animal,177,40,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1,1,0.0,1,24.539648056030273,185,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,0,,
14018,2.85-7.93 %,animal,177,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,1,0,0.0,4,18.45270347595215,188,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
14019,100 ticks,animal,177,42,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9,1,0,0.0,2,21.50592041015625,194,1,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
14020,maximum likelihood estimation,animal,177,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,1,0,0.0,3,18.724483489990234,197,0,0,0,1,1,0,0,0,0,1,0,,,,,,,,,,,0,,
14021,the infection rate,animal,177,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,1,0,0.0,3,20.312915802001953,201,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,0,,
14022,tick sex and developmental categories,animal,177,45,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,37,1,0,0.0,5,15.825407028198242,206,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
14023,1.75 %,animal,177,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,0,0.0,2,22.431835174560547,214,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
14024,95 % ci,animal,177,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2,0,0.0,3,18.702611923217773,217,1,0,1,0,1,1,0,0,0,1,0,,,,,,,,,,,0,,
14025,0.11-8.11 %,animal,177,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,1,0,0.0,4,17.551206588745117,221,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
14026,fed males,animal,177,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,1,0,0.0,2,18.215316772460938,227,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,0,,
14027,6.81 %,animal,177,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,0,0.0,2,22.628036499023438,230,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
14028,95 % ci,animal,177,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2,0,0.0,3,18.75536346435547,233,1,0,1,0,1,1,0,0,0,1,0,,,,,,,,,,,0,,
14029,2.07-17.46 %,animal,177,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1,0,0.0,4,17.46113395690918,237,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
14030,unfed females,animal,177,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,1,0,0.0,2,18.359516143798828,243,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
14031,one amplicon,animal,177,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1,0,0.0,2,17.60895347595215,246,0,0,1,1,1,0,0,1,0,0,0,,,,,,,,,,,0,,
14032,a fed adult female,animal,177,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,1,0,0.0,4,17.051340103149414,249,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,0,,
14033,the sequence,animal,177,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1,0,0.0,2,21.516334533691406,258,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
14034,hepatozoon felis,animal,177,57,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16,1,0,0.0,2,19.65069580078125,261,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,,,0,,
14035,the remaining sequences,animal,177,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,1,0,0.0,3,16.81209373474121,264,0,0,0,1,1,0,1,1,0,0,0,,,,,,,,,,,0,,
14036,both dogs,animal,177,59,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9,1,0,0.0,2,18.003719329833984,269,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
14037,ticks,animal,177,60,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5,1,0,0.0,1,26.95505142211914,272,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,2,0.0,
14038,99-100 % similarity,animal,177,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,1,0,0.0,5,17.53726577758789,274,1,0,1,0,1,0,0,0,1,1,0,,,,,,,,,,,0,,
14039,the first detection,animal,177,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,1,0,0.0,3,18.440595626831055,288,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
14040,h. canis,animal,177,63,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8,1,0,0.0,2,18.910968780517578,292,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,,,0,,
14041,h. felis,animal,177,64,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8,1,0,0.0,2,20.107406616210938,295,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,,,0,,
14042,the tick r. sanguineus,animal,177,65,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22,1,0,0.0,4,17.39530372619629,298,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,,,0,,
14043,turkey,animal,177,66,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6,2,0,0.0,1,26.90852165222168,303,0,0,0,1,1,1,0,0,0,0,1,MLEAGA,2.0,0.0,2.0,1.0,8.0,0.0,0.0,0.0,0.0,18,1.0,0.0
14044,â,animal,177,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,1,23.29814338684082,305,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,0,,
14045,328,animal,177,68,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,1,0,0.0,1,25.916481018066406,48,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
14046,133,animal,177,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0.0,1,27.00288963317871,52,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
14047,55,animal,177,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0.0,1,25.565000534057617,55,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
14048,75,animal,177,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0.0,1,26.690576553344727,58,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
14049,63,animal,177,72,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1,0,0.0,1,25.711814880371094,62,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
14050,15,animal,177,73,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1,0,0.0,1,23.6240177154541,66,1,1,1,0,1,0,0,1,0,0,0,,,,,,,,,,,0,,
14051,195,animal,177,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0.0,1,26.738656997680664,71,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
14052,91,animal,177,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0.0,1,24.493165969848633,74,1,1,1,0,1,0,0,1,0,0,0,,,,,,,,,,,0,,
14053,104,animal,177,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0.0,1,23.988759994506836,78,1,1,1,0,1,0,0,1,0,0,0,,,,,,,,,,,0,,
14054,27,animal,177,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0.0,1,27.40972900390625,96,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
14055,85,animal,177,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0.0,1,29.19905662536621,102,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
14056,15.87,animal,177,79,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,1,0,0.0,1,27.831775665283203,135,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
14057,10/63,animal,177,80,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,1,0,0.0,1,25.16083526611328,138,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
14058,68,animal,177,81,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1,0,0.0,1,25.292142868041992,151,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
14059,14,animal,177,82,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1,0,0.0,1,24.410137176513672,156,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
14060,20.58,animal,177,83,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,1,0,0.0,1,28.6550235748291,158,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
14061,4.9,animal,177,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0.0,1,29.321876525878906,177,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
14062,95,animal,177,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,0,0.0,1,28.35546112060547,180,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
14063,2.85,animal,177,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,0.0,1,26.837677001953125,188,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
14064,7.93,animal,177,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,0.0,1,29.963695526123047,190,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
14065,100,animal,177,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,0,0.0,1,27.75957679748535,194,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
14066,1.75,animal,177,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,0.0,1,30.277057647705078,214,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
14067,95,animal,177,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,0,0.0,1,28.068897247314453,217,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
14068,0.11,animal,177,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,0.0,1,25.892549514770508,221,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
14069,8.11,animal,177,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,0.0,1,29.341455459594727,223,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
14070,6.81,animal,177,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,0.0,1,31.644256591796875,230,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
14071,95,animal,177,94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,0,0.0,1,28.080690383911133,233,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
14072,2.07,animal,177,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,0.0,1,25.88246726989746,237,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
14073,17.46,animal,177,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,0.0,1,28.938623428344727,239,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
14074,one,animal,177,97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0.0,1,24.072650909423828,246,0,0,1,1,1,0,0,0,0,0,0,,,,,,,,,,,0,,
14075,99,animal,177,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0.0,1,28.553794860839844,254,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
14076,99,animal,177,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0.0,1,25.95207977294922,274,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
14077,100,animal,177,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,0,0.0,1,29.820552825927734,276,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
14078,kala-azar dermal leishmaniasis,animal,178,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,1,1,0.0,5,15.982284545898438,3,0,0,0,0,1,0,1,0,1,1,0,,,,,,,,,,,0,,
14079,leishmania infantum,animal,178,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19,1,1,0.0,2,20.544509887695312,10,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,,,0,,
14080,endemic areas,animal,178,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,2,1,0.0,2,19.785873413085938,13,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
14081,visceral leishmaniasis,animal,178,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,2,0,0.0,2,22.94121742248535,16,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
14082,northwestern iran,animal,178,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17,1,0,0.0,2,18.506263732910156,19,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,0,,
14083,a case series,animal,178,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,1,0,0.0,3,19.194469451904297,25,0,0,0,1,1,0,0,1,0,1,0,,,,,,,,,,,0,,
14084,visceral leishmaniasis,animal,178,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,2,0,0.0,2,21.66215705871582,29,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,0,,
14085,vl,animal,178,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,0,0.0,1,26.79064178466797,32,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,0,,
14086,northwest,animal,178,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9,1,0,0.0,1,24.813095092773438,37,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,10,0.0,
14087,southern iran,animal,178,10,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13,1,0,0.0,2,19.14610481262207,39,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,0,,
14088,reports,animal,178,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,0,0.0,1,25.679237365722656,42,0,0,0,1,1,0,0,1,0,0,0,,,,,,,,,,,0,,
14089,cutaneous leishmaniasis,animal,178,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,1,0,0.0,2,21.187297821044922,44,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
14090,cl,animal,178,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,0,0.0,1,25.073701858520508,47,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,0,,
14091,northwest areas,animal,178,14,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15,1,0,0.0,2,20.815685272216797,50,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,,,0,,
14092,its etiological agents,animal,178,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,1,0,0.0,3,15.996573448181152,56,0,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,,0,,
14093,the current study,animal,178,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,1,0,0.0,3,17.759111404418945,63,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
14094,we,animal,178,17,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,1,0,0.0,1,26.662841796875,67,0,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,,0,,
14095,six cl,animal,178,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,0,0.0,2,18.558059692382812,69,0,0,1,0,1,1,0,0,1,0,0,,,,,,,,,,,0,,
14096,two post kala-azar dermal leishmaniasis,animal,178,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,1,0,0.0,7,14.326811790466309,72,0,0,1,0,1,0,1,0,0,1,0,,,,,,,,,,,0,,
14097,pkdl) cases,animal,178,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,1,0,0.0,3,17.167312622070312,80,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,0,,
14098,leishmania,animal,178,21,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10,2,1,0.0,1,26.05719757080078,85,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,3,1.0,0.0
14099,infantum,animal,178,22,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8,1,1,0.0,1,26.68682098388672,86,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
14100,endemic areas,animal,178,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,2,1,0.0,2,20.25347137451172,88,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
14101,vl,animal,178,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,0,0.0,1,23.727611541748047,91,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,0,,
14102,the northwest,animal,178,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,1,0,0.0,2,18.75322151184082,93,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,0,,
14103,smears,animal,178,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,0,0.0,1,28.3845157623291,96,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,0,,
14104,skin lesions,animal,178,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1,0,0.0,2,20.170330047607422,100,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,0,,
14105,30 suspected patients,animal,178,28,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21,1,0,0.0,3,14.701539993286133,103,1,0,1,0,1,0,1,0,0,0,0,,,,,,,,,,,0,,
14106,cl,animal,178,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,0,0.0,1,26.9146728515625,112,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,0,,
14107,microscopy,animal,178,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1,0,0.0,1,23.93582534790039,116,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
14108,culture,animal,178,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,0,0.0,1,25.93988800048828,118,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
14109,leishmania,animal,178,32,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10,2,1,0.0,1,25.338167190551758,120,0,0,0,1,1,1,0,1,0,0,0,,,,,,,,,,,3,1.0,0.0
14110,nested-pcr assay,animal,178,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,1,0,0.0,4,14.427026748657227,126,0,0,0,0,1,1,1,0,0,1,0,,,,,,,,,,,0,,
14111,the disease,animal,178,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,1,0,0.0,2,20.1767520904541,131,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,0,,
14112,66%,animal,178,35,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,1,0,0.0,2,21.368667602539062,141,1,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
